# Time Distortion Map conformance fixture - regenerate with scripts/goldens.ts
# maps: id|length|denominator|x:y;x:y;...
neutral|1|4|
diagonal-explicit|1|4|0.5:0.5
slow-then-fast|1|4|0.5:0.25
fast-then-slow|2|8|0.5:0.75
s-curve|4|4|0.25:0.1;0.75:0.9
unordered|1|1|0.8:0.6;0.2:0.3;0.5:0.5
doubling-back|8|16|0.6:0.7;0.4:0.2
out-of-range|3|2|-0.5:1.5;1.5:-0.5
zero-width-span|1|4|0.5:0.2;0.5:0.8
step|16|4|0.5:0;0.5:1
barely-neutral|1|4|0.5:0.5000000005
barely-not-neutral|1|4|0.5:0.500000002
# normalizeTimeMap: id,index,x_bits,y_bits
diagonal-explicit,0,3fe0000000000000,3fe0000000000000
slow-then-fast,0,3fe0000000000000,3fd0000000000000
fast-then-slow,0,3fe0000000000000,3fe8000000000000
s-curve,0,3fd0000000000000,3fb999999999999a
s-curve,1,3fe8000000000000,3feccccccccccccd
unordered,0,3fc999999999999a,3fd3333333333333
unordered,1,3fe0000000000000,3fe0000000000000
unordered,2,3fe999999999999a,3fe3333333333333
doubling-back,0,3fd999999999999a,3fc999999999999a
doubling-back,1,3fe3333333333333,3fe6666666666666
out-of-range,0,0000000000000000,3ff0000000000000
out-of-range,1,3ff0000000000000,3ff0000000000000
zero-width-span,0,3fe0000000000000,3fc999999999999a
zero-width-span,1,3fe0000000000000,3fe999999999999a
step,0,3fe0000000000000,0000000000000000
step,1,3fe0000000000000,3ff0000000000000
barely-neutral,0,3fe0000000000000,3fe000000044b830
barely-not-neutral,0,3fe0000000000000,3fe000000112e0bf
# isNeutralTimeMap: id,value
neutral,1
diagonal-explicit,1
slow-then-fast,0
fast-then-slow,0
s-curve,0
unordered,0
doubling-back,0
out-of-range,0
zero-width-span,0
step,0
barely-neutral,1
barely-not-neutral,0
# realToClock: id,phase_bits,result_bits
slow-then-fast,406e000000000000,bff0000000000000,bff0000000000000
slow-then-fast,0000000000000000,0000000000000000,0000000000000000
slow-then-fast,0000000000000000,3fc0000000000000,3fc0000000000000
slow-then-fast,0000000000000000,3fe0000000000000,3fe0000000000000
slow-then-fast,0000000000000000,3ff0000000000000,3ff0000000000000
slow-then-fast,0000000000000000,3ffc000000000000,3ffc000000000000
slow-then-fast,0000000000000000,400c000000000000,400c000000000000
slow-then-fast,0000000000000000,4024000000000000,4024000000000000
slow-then-fast,0000000000000000,bff0000000000000,bff0000000000000
slow-then-fast,c024000000000000,0000000000000000,0000000000000000
slow-then-fast,c024000000000000,3fc0000000000000,3fc0000000000000
slow-then-fast,c024000000000000,3fe0000000000000,3fe0000000000000
slow-then-fast,c024000000000000,3ff0000000000000,3ff0000000000000
slow-then-fast,c024000000000000,3ffc000000000000,3ffc000000000000
slow-then-fast,c024000000000000,400c000000000000,400c000000000000
slow-then-fast,c024000000000000,4024000000000000,4024000000000000
slow-then-fast,c024000000000000,bff0000000000000,bff0000000000000
fast-then-slow,405e000000000000,0000000000000000,0000000000000000
fast-then-slow,405e000000000000,3fc0000000000000,3fb5555555555555
fast-then-slow,405e000000000000,3fe0000000000000,3fe0000000000000
fast-then-slow,405e000000000000,3ff0000000000000,3ff0000000000000
fast-then-slow,405e000000000000,3ffc000000000000,3ffaaaaaaaaaaaab
fast-then-slow,405e000000000000,400c000000000000,400c000000000000
fast-then-slow,405e000000000000,4024000000000000,4024000000000000
fast-then-slow,405e000000000000,bff0000000000000,bff0000000000000
fast-then-slow,404e000000000000,0000000000000000,0000000000000000
fast-then-slow,404e000000000000,3fc0000000000000,3fb5555555555555
fast-then-slow,404e000000000000,3fe0000000000000,3fd5555555555555
fast-then-slow,404e000000000000,3ff0000000000000,3ff0000000000000
fast-then-slow,404e000000000000,3ffc000000000000,3ff8000000000000
fast-then-slow,404e000000000000,400c000000000000,400aaaaaaaaaaaab
fast-then-slow,404e000000000000,4024000000000000,4024000000000000
fast-then-slow,404e000000000000,bff0000000000000,bff0000000000000
fast-then-slow,4040aaaaaaaaaaab,0000000000000000,0000000000000000
fast-then-slow,4040aaaaaaaaaaab,3fc0000000000000,3fb5555555555555
fast-then-slow,4040aaaaaaaaaaab,3fe0000000000000,3fd5555555555555
fast-then-slow,4040aaaaaaaaaaab,3ff0000000000000,3fe5555555555555
fast-then-slow,4040aaaaaaaaaaab,3ffc000000000000,3ffb333333333334
fast-then-slow,4040aaaaaaaaaaab,400c000000000000,400b333333333334
fast-then-slow,4040aaaaaaaaaaab,4024000000000000,4023555555555555
fast-then-slow,4040aaaaaaaaaaab,bff0000000000000,bff0000000000000
fast-then-slow,406e000000000000,0000000000000000,0000000000000000
fast-then-slow,406e000000000000,3fc0000000000000,3fb5555555555555
fast-then-slow,406e000000000000,3fe0000000000000,3fe0000000000000
fast-then-slow,406e000000000000,3ff0000000000000,3ff0000000000000
fast-then-slow,406e000000000000,3ffc000000000000,3ffc000000000000
fast-then-slow,406e000000000000,400c000000000000,400c000000000000
fast-then-slow,406e000000000000,4024000000000000,4024000000000000
fast-then-slow,406e000000000000,bff0000000000000,bff0000000000000
fast-then-slow,0000000000000000,0000000000000000,0000000000000000
fast-then-slow,0000000000000000,3fc0000000000000,3fc0000000000000
fast-then-slow,0000000000000000,3fe0000000000000,3fe0000000000000
fast-then-slow,0000000000000000,3ff0000000000000,3ff0000000000000
fast-then-slow,0000000000000000,3ffc000000000000,3ffc000000000000
fast-then-slow,0000000000000000,400c000000000000,400c000000000000
fast-then-slow,0000000000000000,4024000000000000,4024000000000000
fast-then-slow,0000000000000000,bff0000000000000,bff0000000000000
fast-then-slow,c024000000000000,0000000000000000,0000000000000000
fast-then-slow,c024000000000000,3fc0000000000000,3fc0000000000000
fast-then-slow,c024000000000000,3fe0000000000000,3fe0000000000000
fast-then-slow,c024000000000000,3ff0000000000000,3ff0000000000000
fast-then-slow,c024000000000000,3ffc000000000000,3ffc000000000000
fast-then-slow,c024000000000000,400c000000000000,400c000000000000
fast-then-slow,c024000000000000,4024000000000000,4024000000000000
fast-then-slow,c024000000000000,bff0000000000000,bff0000000000000
s-curve,405e000000000000,0000000000000000,0000000000000000
s-curve,405e000000000000,3fc0000000000000,3fd4000000000000
s-curve,405e000000000000,3fe0000000000000,3fe6000000000000
s-curve,405e000000000000,3ff0000000000000,3ff0000000000000
s-curve,405e000000000000,3ffc000000000000,3ff7800000000000
s-curve,405e000000000000,400c000000000000,400a800000000000
s-curve,405e000000000000,4024000000000000,4024000000000000
s-curve,405e000000000000,bff0000000000000,bff0000000000000
s-curve,404e000000000000,0000000000000000,0000000000000000
s-curve,404e000000000000,3fc0000000000000,3fd4000000000000
s-curve,404e000000000000,3fe0000000000000,3ff1000000000000
s-curve,404e000000000000,3ff0000000000000,3ff6000000000000
s-curve,404e000000000000,3ffc000000000000,3ffd800000000000
s-curve,404e000000000000,400c000000000000,4007800000000000
s-curve,404e000000000000,4024000000000000,4024000000000000
s-curve,404e000000000000,bff0000000000000,bff0000000000000
s-curve,4040aaaaaaaaaaab,0000000000000000,0000000000000000
s-curve,4040aaaaaaaaaaab,3fc0000000000000,3fd3ffffffffffff
s-curve,4040aaaaaaaaaaab,3fe0000000000000,3ff3ffffffffffff
s-curve,4040aaaaaaaaaaab,3ff0000000000000,3fff99999999999a
s-curve,4040aaaaaaaaaaab,3ffc000000000000,40038ccccccccccc
s-curve,4040aaaaaaaaaaab,400c000000000000,400c4ccccccccccd
s-curve,4040aaaaaaaaaaab,4024000000000000,4024999999999999
s-curve,4040aaaaaaaaaaab,bff0000000000000,bff0000000000000
s-curve,406e000000000000,0000000000000000,0000000000000000
s-curve,406e000000000000,3fc0000000000000,3fd1000000000000
s-curve,406e000000000000,3fe0000000000000,3fe0000000000000
s-curve,406e000000000000,3ff0000000000000,3ff0000000000000
s-curve,406e000000000000,3ffc000000000000,3ffa800000000000
s-curve,406e000000000000,400c000000000000,400c000000000000
s-curve,406e000000000000,4024000000000000,4024000000000000
s-curve,406e000000000000,bff0000000000000,bff0000000000000
s-curve,0000000000000000,0000000000000000,0000000000000000
s-curve,0000000000000000,3fc0000000000000,3fc0000000000000
s-curve,0000000000000000,3fe0000000000000,3fe0000000000000
s-curve,0000000000000000,3ff0000000000000,3ff0000000000000
s-curve,0000000000000000,3ffc000000000000,3ffc000000000000
s-curve,0000000000000000,400c000000000000,400c000000000000
s-curve,0000000000000000,4024000000000000,4024000000000000
s-curve,0000000000000000,bff0000000000000,bff0000000000000
s-curve,c024000000000000,0000000000000000,0000000000000000
s-curve,c024000000000000,3fc0000000000000,3fc0000000000000
s-curve,c024000000000000,3fe0000000000000,3fe0000000000000
s-curve,c024000000000000,3ff0000000000000,3ff0000000000000
s-curve,c024000000000000,3ffc000000000000,3ffc000000000000
s-curve,c024000000000000,400c000000000000,400c000000000000
s-curve,c024000000000000,4024000000000000,4024000000000000
s-curve,c024000000000000,bff0000000000000,bff0000000000000
unordered,405e000000000000,0000000000000000,0000000000000000
unordered,405e000000000000,3fc0000000000000,3fb5555555555556
unordered,405e000000000000,3fe0000000000000,3fd5555555555556
unordered,405e000000000000,3ff0000000000000,3ff0000000000000
unordered,405e000000000000,3ffc000000000000,3ffe000000000000
unordered,405e000000000000,400c000000000000,400e000000000000
unordered,405e000000000000,4024000000000000,4024000000000000
unordered,405e000000000000,bff0000000000000,bff0000000000000
unordered,404e000000000000,0000000000000000,0000000000000000
unordered,404e000000000000,3fc0000000000000,3fb5555555555556
unordered,404e000000000000,3fe0000000000000,3fd5555555555556
unordered,404e000000000000,3ff0000000000000,3fe5555555555556
unordered,404e000000000000,3ffc000000000000,3ffa000000000000
unordered,404e000000000000,400c000000000000,400e000000000000
unordered,404e000000000000,4024000000000000,4024000000000000
unordered,404e000000000000,bff0000000000000,bff0000000000000
unordered,4040aaaaaaaaaaab,0000000000000000,0000000000000000
unordered,4040aaaaaaaaaaab,3fc0000000000000,3fb5555555555556
unordered,4040aaaaaaaaaaab,3fe0000000000000,3fd5555555555556
unordered,4040aaaaaaaaaaab,3ff0000000000000,3fe5555555555556
unordered,4040aaaaaaaaaaab,3ffc000000000000,3ff2aaaaaaaaaaac
unordered,4040aaaaaaaaaaab,400c000000000000,400b99999999999a
unordered,4040aaaaaaaaaaab,4024000000000000,4023333333333333
unordered,4040aaaaaaaaaaab,bff0000000000000,bff0000000000000
unordered,406e000000000000,0000000000000000,0000000000000000
unordered,406e000000000000,3fc0000000000000,3fb5555555555556
unordered,406e000000000000,3fe0000000000000,3fe0000000000000
unordered,406e000000000000,3ff0000000000000,3ff0000000000000
unordered,406e000000000000,3ffc000000000000,3ffe000000000000
unordered,406e000000000000,400c000000000000,400c000000000000
unordered,406e000000000000,4024000000000000,4024000000000000
unordered,406e000000000000,bff0000000000000,bff0000000000000
unordered,0000000000000000,0000000000000000,0000000000000000
unordered,0000000000000000,3fc0000000000000,3fc0000000000000
unordered,0000000000000000,3fe0000000000000,3fe0000000000000
unordered,0000000000000000,3ff0000000000000,3ff0000000000000
unordered,0000000000000000,3ffc000000000000,3ffc000000000000
unordered,0000000000000000,400c000000000000,400c000000000000
unordered,0000000000000000,4024000000000000,4024000000000000
unordered,0000000000000000,bff0000000000000,bff0000000000000
unordered,c024000000000000,0000000000000000,0000000000000000
unordered,c024000000000000,3fc0000000000000,3fc0000000000000
unordered,c024000000000000,3fe0000000000000,3fe0000000000000
unordered,c024000000000000,3ff0000000000000,3ff0000000000000
unordered,c024000000000000,3ffc000000000000,3ffc000000000000
unordered,c024000000000000,400c000000000000,400c000000000000
unordered,c024000000000000,4024000000000000,4024000000000000
unordered,c024000000000000,bff0000000000000,bff0000000000000
doubling-back,405e000000000000,0000000000000000,0000000000000000
doubling-back,405e000000000000,3fc0000000000000,3fd0000000000000
doubling-back,405e000000000000,3fe0000000000000,3fe0a3d70a3d70a4
doubling-back,405e000000000000,3ff0000000000000,3ff0000000000000
doubling-back,405e000000000000,3ffc000000000000,3ffaaaaaaaaaaaab
doubling-back,405e000000000000,400c000000000000,400c28f5c28f5c29
doubling-back,405e000000000000,4024000000000000,4024000000000000
doubling-back,405e000000000000,bff0000000000000,bff0000000000000
doubling-back,404e000000000000,0000000000000000,0000000000000000
doubling-back,404e000000000000,3fc0000000000000,3fd0000000000000
doubling-back,404e000000000000,3fe0000000000000,3feae147ae147ae2
doubling-back,404e000000000000,3ff0000000000000,3ff0a3d70a3d70a4
doubling-back,404e000000000000,3ffc000000000000,3ffaaaaaaaaaaaab
doubling-back,404e000000000000,400c000000000000,400aaaaaaaaaaaab
doubling-back,404e000000000000,4024000000000000,4024000000000000
doubling-back,404e000000000000,bff0000000000000,bff0000000000000
doubling-back,4040aaaaaaaaaaab,0000000000000000,0000000000000000
doubling-back,4040aaaaaaaaaaab,3fc0000000000000,3fd0000000000000
doubling-back,4040aaaaaaaaaaab,3fe0000000000000,3ff0000000000000
doubling-back,4040aaaaaaaaaaab,3ff0000000000000,3ff8d4fdf3b645a1
doubling-back,4040aaaaaaaaaaab,3ffc000000000000,3ffda1cac083126e
doubling-back,4040aaaaaaaaaaab,400c000000000000,400bbbbbbbbbbbbc
doubling-back,4040aaaaaaaaaaab,4024000000000000,4023777777777778
doubling-back,4040aaaaaaaaaaab,bff0000000000000,bff0000000000000
doubling-back,406e000000000000,0000000000000000,0000000000000000
doubling-back,406e000000000000,3fc0000000000000,3fcae147ae147ae2
doubling-back,406e000000000000,3fe0000000000000,3fe0000000000000
doubling-back,406e000000000000,3ff0000000000000,3ff0000000000000
doubling-back,406e000000000000,3ffc000000000000,3ffc28f5c28f5c29
doubling-back,406e000000000000,400c000000000000,400c000000000000
doubling-back,406e000000000000,4024000000000000,4024000000000000
doubling-back,406e000000000000,bff0000000000000,bff0000000000000
doubling-back,0000000000000000,0000000000000000,0000000000000000
doubling-back,0000000000000000,3fc0000000000000,3fc0000000000000
doubling-back,0000000000000000,3fe0000000000000,3fe0000000000000
doubling-back,0000000000000000,3ff0000000000000,3ff0000000000000
doubling-back,0000000000000000,3ffc000000000000,3ffc000000000000
doubling-back,0000000000000000,400c000000000000,400c000000000000
doubling-back,0000000000000000,4024000000000000,4024000000000000
doubling-back,0000000000000000,bff0000000000000,bff0000000000000
doubling-back,c024000000000000,0000000000000000,0000000000000000
doubling-back,c024000000000000,3fc0000000000000,3fc0000000000000
doubling-back,c024000000000000,3fe0000000000000,3fe0000000000000
doubling-back,c024000000000000,3ff0000000000000,3ff0000000000000
doubling-back,c024000000000000,3ffc000000000000,3ffc000000000000
doubling-back,c024000000000000,400c000000000000,400c000000000000
doubling-back,c024000000000000,4024000000000000,4024000000000000
doubling-back,c024000000000000,bff0000000000000,bff0000000000000
out-of-range,405e000000000000,0000000000000000,0000000000000000
out-of-range,405e000000000000,3fc0000000000000,0000000000000000
out-of-range,405e000000000000,3fe0000000000000,0000000000000000
out-of-range,405e000000000000,3ff0000000000000,0000000000000000
out-of-range,405e000000000000,3ffc000000000000,0000000000000000
out-of-range,405e000000000000,400c000000000000,4008000000000000
out-of-range,405e000000000000,4024000000000000,4022000000000000
out-of-range,405e000000000000,bff0000000000000,bff0000000000000
out-of-range,404e000000000000,0000000000000000,0000000000000000
out-of-range,404e000000000000,3fc0000000000000,0000000000000000
out-of-range,404e000000000000,3fe0000000000000,0000000000000000
out-of-range,404e000000000000,3ff0000000000000,0000000000000000
out-of-range,404e000000000000,3ffc000000000000,0000000000000000
out-of-range,404e000000000000,400c000000000000,0000000000000000
out-of-range,404e000000000000,4024000000000000,4018000000000000
out-of-range,404e000000000000,bff0000000000000,bff0000000000000
out-of-range,4040aaaaaaaaaaab,0000000000000000,0000000000000000
out-of-range,4040aaaaaaaaaaab,3fc0000000000000,0000000000000000
out-of-range,4040aaaaaaaaaaab,3fe0000000000000,0000000000000000
out-of-range,4040aaaaaaaaaaab,3ff0000000000000,0000000000000000
out-of-range,4040aaaaaaaaaaab,3ffc000000000000,0000000000000000
out-of-range,4040aaaaaaaaaaab,400c000000000000,0000000000000000
out-of-range,4040aaaaaaaaaaab,4024000000000000,0000000000000000
out-of-range,4040aaaaaaaaaaab,bff0000000000000,bff0000000000000
out-of-range,406e000000000000,0000000000000000,0000000000000000
out-of-range,406e000000000000,3fc0000000000000,0000000000000000
out-of-range,406e000000000000,3fe0000000000000,0000000000000000
out-of-range,406e000000000000,3ff0000000000000,0000000000000000
out-of-range,406e000000000000,3ffc000000000000,3ff8000000000000
out-of-range,406e000000000000,400c000000000000,4008000000000000
out-of-range,406e000000000000,4024000000000000,4022000000000000
out-of-range,406e000000000000,bff0000000000000,bff0000000000000
out-of-range,0000000000000000,0000000000000000,0000000000000000
out-of-range,0000000000000000,3fc0000000000000,3fc0000000000000
out-of-range,0000000000000000,3fe0000000000000,3fe0000000000000
out-of-range,0000000000000000,3ff0000000000000,3ff0000000000000
out-of-range,0000000000000000,3ffc000000000000,3ffc000000000000
out-of-range,0000000000000000,400c000000000000,400c000000000000
out-of-range,0000000000000000,4024000000000000,4024000000000000
out-of-range,0000000000000000,bff0000000000000,bff0000000000000
out-of-range,c024000000000000,0000000000000000,0000000000000000
out-of-range,c024000000000000,3fc0000000000000,3fc0000000000000
out-of-range,c024000000000000,3fe0000000000000,3fe0000000000000
out-of-range,c024000000000000,3ff0000000000000,3ff0000000000000
out-of-range,c024000000000000,3ffc000000000000,3ffc000000000000
out-of-range,c024000000000000,400c000000000000,400c000000000000
out-of-range,c024000000000000,4024000000000000,4024000000000000
out-of-range,c024000000000000,bff0000000000000,bff0000000000000
zero-width-span,405e000000000000,0000000000000000,0000000000000000
zero-width-span,405e000000000000,3fc0000000000000,3fd0000000000000
zero-width-span,405e000000000000,3fe0000000000000,3fe0000000000000
zero-width-span,405e000000000000,3ff0000000000000,3ff0000000000000
zero-width-span,405e000000000000,3ffc000000000000,3ffc000000000000
zero-width-span,405e000000000000,400c000000000000,400c000000000000
zero-width-span,405e000000000000,4024000000000000,4024000000000000
zero-width-span,405e000000000000,bff0000000000000,bff0000000000000
zero-width-span,404e000000000000,0000000000000000,0000000000000000
zero-width-span,404e000000000000,3fc0000000000000,3fd4000000000000
zero-width-span,404e000000000000,3fe0000000000000,3fe0000000000000
zero-width-span,404e000000000000,3ff0000000000000,3ff0000000000000
zero-width-span,404e000000000000,3ffc000000000000,3ff8000000000000
zero-width-span,404e000000000000,400c000000000000,400c000000000000
zero-width-span,404e000000000000,4024000000000000,4024000000000000
zero-width-span,404e000000000000,bff0000000000000,bff0000000000000
zero-width-span,4040aaaaaaaaaaab,0000000000000000,0000000000000000
zero-width-span,4040aaaaaaaaaaab,3fc0000000000000,3fd3ffffffffffff
zero-width-span,4040aaaaaaaaaaab,3fe0000000000000,3feccccccccccccc
zero-width-span,4040aaaaaaaaaaab,3ff0000000000000,3feccccccccccccc
zero-width-span,4040aaaaaaaaaaab,3ffc000000000000,3ffaccccccccccce
zero-width-span,4040aaaaaaaaaaab,400c000000000000,400accccccccccce
zero-width-span,4040aaaaaaaaaaab,4024000000000000,4023cccccccccccc
zero-width-span,4040aaaaaaaaaaab,bff0000000000000,bff0000000000000
zero-width-span,406e000000000000,0000000000000000,0000000000000000
zero-width-span,406e000000000000,3fc0000000000000,3fc0000000000000
zero-width-span,406e000000000000,3fe0000000000000,3fe0000000000000
zero-width-span,406e000000000000,3ff0000000000000,3ff0000000000000
zero-width-span,406e000000000000,3ffc000000000000,3ffc000000000000
zero-width-span,406e000000000000,400c000000000000,400c000000000000
zero-width-span,406e000000000000,4024000000000000,4024000000000000
zero-width-span,406e000000000000,bff0000000000000,bff0000000000000
zero-width-span,0000000000000000,0000000000000000,0000000000000000
zero-width-span,0000000000000000,3fc0000000000000,3fc0000000000000
zero-width-span,0000000000000000,3fe0000000000000,3fe0000000000000
zero-width-span,0000000000000000,3ff0000000000000,3ff0000000000000
zero-width-span,0000000000000000,3ffc000000000000,3ffc000000000000
zero-width-span,0000000000000000,400c000000000000,400c000000000000
zero-width-span,0000000000000000,4024000000000000,4024000000000000
zero-width-span,0000000000000000,bff0000000000000,bff0000000000000
zero-width-span,c024000000000000,0000000000000000,0000000000000000
zero-width-span,c024000000000000,3fc0000000000000,3fc0000000000000
zero-width-span,c024000000000000,3fe0000000000000,3fe0000000000000
zero-width-span,c024000000000000,3ff0000000000000,3ff0000000000000
zero-width-span,c024000000000000,3ffc000000000000,3ffc000000000000
zero-width-span,c024000000000000,400c000000000000,400c000000000000
zero-width-span,c024000000000000,4024000000000000,4024000000000000
zero-width-span,c024000000000000,bff0000000000000,bff0000000000000
step,405e000000000000,0000000000000000,0000000000000000
step,405e000000000000,3fc0000000000000,4010000000000000
step,405e000000000000,3fe0000000000000,4010000000000000
step,405e000000000000,3ff0000000000000,4010000000000000
step,405e000000000000,3ffc000000000000,4010000000000000
step,405e000000000000,400c000000000000,4010000000000000
step,405e000000000000,4024000000000000,4028000000000000
step,405e000000000000,bff0000000000000,bff0000000000000
step,404e000000000000,0000000000000000,0000000000000000
step,404e000000000000,3fc0000000000000,4020000000000000
step,404e000000000000,3fe0000000000000,4020000000000000
step,404e000000000000,3ff0000000000000,4020000000000000
step,404e000000000000,3ffc000000000000,4020000000000000
step,404e000000000000,400c000000000000,4020000000000000
step,404e000000000000,4024000000000000,4020000000000000
step,404e000000000000,bff0000000000000,bff0000000000000
step,4040aaaaaaaaaaab,0000000000000000,0000000000000000
step,4040aaaaaaaaaaab,3fc0000000000000,402ccccccccccccc
step,4040aaaaaaaaaaab,3fe0000000000000,402ccccccccccccc
step,4040aaaaaaaaaaab,3ff0000000000000,402ccccccccccccc
step,4040aaaaaaaaaaab,3ffc000000000000,402ccccccccccccc
step,4040aaaaaaaaaaab,400c000000000000,402ccccccccccccc
step,4040aaaaaaaaaaab,4024000000000000,402ccccccccccccc
step,4040aaaaaaaaaaab,bff0000000000000,bff0000000000000
step,406e000000000000,0000000000000000,0000000000000000
step,406e000000000000,3fc0000000000000,4000000000000000
step,406e000000000000,3fe0000000000000,4000000000000000
step,406e000000000000,3ff0000000000000,4000000000000000
step,406e000000000000,3ffc000000000000,4000000000000000
step,406e000000000000,400c000000000000,4000000000000000
step,406e000000000000,4024000000000000,4024000000000000
step,406e000000000000,bff0000000000000,bff0000000000000
step,0000000000000000,0000000000000000,0000000000000000
step,0000000000000000,3fc0000000000000,3fc0000000000000
step,0000000000000000,3fe0000000000000,3fe0000000000000
step,0000000000000000,3ff0000000000000,3ff0000000000000
step,0000000000000000,3ffc000000000000,3ffc000000000000
step,0000000000000000,400c000000000000,400c000000000000
step,0000000000000000,4024000000000000,4024000000000000
step,0000000000000000,bff0000000000000,bff0000000000000
step,c024000000000000,0000000000000000,0000000000000000
step,c024000000000000,3fc0000000000000,3fc0000000000000
step,c024000000000000,3fe0000000000000,3fe0000000000000
step,c024000000000000,3ff0000000000000,3ff0000000000000
step,c024000000000000,3ffc000000000000,3ffc000000000000
step,c024000000000000,400c000000000000,400c000000000000
step,c024000000000000,4024000000000000,4024000000000000
step,c024000000000000,bff0000000000000,bff0000000000000
barely-neutral,405e000000000000,0000000000000000,0000000000000000
barely-neutral,405e000000000000,3fc0000000000000,3fc0000000000000
barely-neutral,405e000000000000,3fe0000000000000,3fe0000000000000
barely-neutral,405e000000000000,3ff0000000000000,3ff0000000000000
barely-neutral,405e000000000000,3ffc000000000000,3ffc000000000000
barely-neutral,405e000000000000,400c000000000000,400c000000000000
barely-neutral,405e000000000000,4024000000000000,4024000000000000
barely-neutral,405e000000000000,bff0000000000000,bff0000000000000
barely-neutral,404e000000000000,0000000000000000,0000000000000000
barely-neutral,404e000000000000,3fc0000000000000,3fc0000000000000
barely-neutral,404e000000000000,3fe0000000000000,3fe0000000000000
barely-neutral,404e000000000000,3ff0000000000000,3ff0000000000000
barely-neutral,404e000000000000,3ffc000000000000,3ffc000000000000
barely-neutral,404e000000000000,400c000000000000,400c000000000000
barely-neutral,404e000000000000,4024000000000000,4024000000000000
barely-neutral,404e000000000000,bff0000000000000,bff0000000000000
barely-neutral,4040aaaaaaaaaaab,0000000000000000,0000000000000000
barely-neutral,4040aaaaaaaaaaab,3fc0000000000000,3fc0000000000000
barely-neutral,4040aaaaaaaaaaab,3fe0000000000000,3fe0000000000000
barely-neutral,4040aaaaaaaaaaab,3ff0000000000000,3ff0000000000000
barely-neutral,4040aaaaaaaaaaab,3ffc000000000000,3ffc000000000000
barely-neutral,4040aaaaaaaaaaab,400c000000000000,400c000000000000
barely-neutral,4040aaaaaaaaaaab,4024000000000000,4024000000000000
barely-neutral,4040aaaaaaaaaaab,bff0000000000000,bff0000000000000
barely-neutral,406e000000000000,0000000000000000,0000000000000000
barely-neutral,406e000000000000,3fc0000000000000,3fc0000000000000
barely-neutral,406e000000000000,3fe0000000000000,3fe0000000000000
barely-neutral,406e000000000000,3ff0000000000000,3ff0000000000000
barely-neutral,406e000000000000,3ffc000000000000,3ffc000000000000
barely-neutral,406e000000000000,400c000000000000,400c000000000000
barely-neutral,406e000000000000,4024000000000000,4024000000000000
barely-neutral,406e000000000000,bff0000000000000,bff0000000000000
barely-neutral,0000000000000000,0000000000000000,0000000000000000
barely-neutral,0000000000000000,3fc0000000000000,3fc0000000000000
barely-neutral,0000000000000000,3fe0000000000000,3fe0000000000000
barely-neutral,0000000000000000,3ff0000000000000,3ff0000000000000
barely-neutral,0000000000000000,3ffc000000000000,3ffc000000000000
barely-neutral,0000000000000000,400c000000000000,400c000000000000
barely-neutral,0000000000000000,4024000000000000,4024000000000000
barely-neutral,0000000000000000,bff0000000000000,bff0000000000000
barely-neutral,c024000000000000,0000000000000000,0000000000000000
barely-neutral,c024000000000000,3fc0000000000000,3fc0000000000000
barely-neutral,c024000000000000,3fe0000000000000,3fe0000000000000
barely-neutral,c024000000000000,3ff0000000000000,3ff0000000000000
barely-neutral,c024000000000000,3ffc000000000000,3ffc000000000000
barely-neutral,c024000000000000,400c000000000000,400c000000000000
barely-neutral,c024000000000000,4024000000000000,4024000000000000
barely-neutral,c024000000000000,bff0000000000000,bff0000000000000
barely-not-neutral,405e000000000000,0000000000000000,0000000000000000
barely-not-neutral,405e000000000000,3fc0000000000000,3fbffffffdda3e82
barely-not-neutral,405e000000000000,3fe0000000000000,3fe0000000000000
barely-not-neutral,405e000000000000,3ff0000000000000,3ff0000000000000
barely-not-neutral,405e000000000000,3ffc000000000000,3ffbffffffbb47d0
barely-not-neutral,405e000000000000,400c000000000000,400c000000000000
barely-not-neutral,405e000000000000,4024000000000000,4024000000000000
barely-not-neutral,405e000000000000,bff0000000000000,bff0000000000000
barely-not-neutral,404e000000000000,0000000000000000,0000000000000000
barely-not-neutral,404e000000000000,3fc0000000000000,3fbffffffdda3e82
barely-not-neutral,404e000000000000,3fe0000000000000,3fdffffffdda3e82
barely-not-neutral,404e000000000000,3ff0000000000000,3ff0000000000000
barely-not-neutral,404e000000000000,3ffc000000000000,3ffbffffffbb47d0
barely-not-neutral,404e000000000000,400c000000000000,400bffffffbb47d0
barely-not-neutral,404e000000000000,4024000000000000,4024000000000000
barely-not-neutral,404e000000000000,bff0000000000000,bff0000000000000
barely-not-neutral,4040aaaaaaaaaaab,0000000000000000,0000000000000000
barely-not-neutral,4040aaaaaaaaaaab,3fc0000000000000,3fbffffffdda3e81
barely-not-neutral,4040aaaaaaaaaaab,3fe0000000000000,3fdffffffdda3e81
barely-not-neutral,4040aaaaaaaaaaab,3ff0000000000000,3feffffffe483201
barely-not-neutral,4040aaaaaaaaaaab,3ffc000000000000,3ffbfffffff24190
barely-not-neutral,4040aaaaaaaaaaab,400c000000000000,400bfffffff24190
barely-not-neutral,4040aaaaaaaaaaab,4024000000000000,4023ffffffe4831f
barely-not-neutral,4040aaaaaaaaaaab,bff0000000000000,bff0000000000000
barely-not-neutral,406e000000000000,0000000000000000,0000000000000000
